,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,clutch/brood/litter size,eats,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,trophic guild,visual system,biogeographic realm,body mass,ecoregion,hearing range,type specimen repository,has ectoparasite,ecomorphological guild,conservation status,foraging habitat,life span,prenatal development duration,weight,parasitized by,preys on,mutualistic with,is vector for,genome size,body shape,diet includes,mating system,native range includes,parental care,litters per year,social system,body length,mineralized tissue contains,reproduction,Total length,water depth,visits flowers of,egg mass,body temperature,behavioral circadian rhythm,growth rate,bill length,tarsus length,temperature at range midpoint latitude,host of,basal metabolic rate,has host,parasite of,tarsometatarsus + middle toe length,trophic level
0,Botteris sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45511229,Peucaea botterii (Botteri's Sparrow) is a species of birds in the family Passerellidae. They rely on flight to move around.,tympanic middle ear,,,United States,"valley,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Boucards wren,Animalia,Chordata,Aves,https://eol.org/pages/45510079,Campylorhynchus jocosus (Boucard's Wren) is a species of birds in the family wrens. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Mexico,"arid,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,The Neotropics,29.8 g,Sierra Madre Del Sur Pine-Oak Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bougainville bush warbler,Animalia,Chordata,Aves,https://eol.org/pages/7217456,Horornis haddeni (Bougainville Bush Warbler) is a species of birds in the family Cettiidae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,South Pacific,terrestrial,10 dB,flight,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bougainville crow,Animalia,Chordata,Aves,https://eol.org/pages/45518677,Corvus meeki (Bougainville Crow) is a species of birds in the family Corvidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,South Pacific,"tropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,australasia,,Solomon Islands Rain Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bougainville honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518580,Stresemannia bougainvillei (Bougainville Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,South Pacific,"tropical,terrestrial",10 dB,flight,apatite,Unknown,,corneal eyes,australasia,,Solomon Islands Rain Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bougainville monarch,Animalia,Chordata,Aves,https://eol.org/pages/45518248,Monarcha erythrostictus (Bougainville Monarch) is a species of birds in the family monarch flycatchers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,South Pacific,subtropical,10 dB,flight,apatite,,,corneal eyes,australasia,,Solomon Islands Rain Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bougainville thicketbird,Animalia,Chordata,Aves,https://eol.org/pages/52571022,Cincloramphus llaneae (Bougainville Thicketbird) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,,,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bougainville whistler,Animalia,Chordata,Aves,https://eol.org/pages/45518630,Pachycephala richardsi (Bougainville Whistler) is a species of birds in the family whistlers. They rely on flight to move around.,tympanic middle ear,,,South Pacific,tropical,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Boulder chat,Animalia,Chordata,Aves,https://eol.org/pages/45514823,Pinarornis plumosus (Boulder Chat) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Mozambique,"valley,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,Afrotropics,65.8 g,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bounty shag,Animalia,Chordata,Aves,https://eol.org/pages/45517784,Leucocarbo ranfurlyi (Bounty Shag) is a species of birds in the family cormorants. They are listed as vulnerable by IUCN. They rely on flight to move around.,otoliths,,,South Pacific,terrestrial,20 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,1000 Hz,NHMUK,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bourkes parrot,Animalia,Chordata,Aves,https://eol.org/pages/45517994,Neopsephotus bourkii (Bourke's Parrot) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are native to Australia. They are nocturnal herbivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,,,United States,,,flight,,Increasing,granivore,,,,,,,,,,,,,,,,,,,bilaterally symmetric,seeds,monogamous,Australia,,,group living,,,,,,,,,,,10.9 mm,13.3 mm,11.08 degrees celsius,,,,,,
0,Bowers shrikethrush,Animalia,Chordata,Aves,https://eol.org/pages/45518632,Colluricincla boweri (Bower's Shrike Thrush) is a species of birds in the family whistlers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,Australia,"montane forest,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,australasia,49.6 g,Queensland Tropical Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Boyds shearwater,Animalia,Chordata,Aves,https://eol.org/pages/45513827,Puffinus boydi (Boyd's Shearwater) is a species of birds in the family Procellariidae. They rely on flight to move around.,tympanic middle ear,,,North Atlantic,coastal,20 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trabeculus mirabilis (Kellogg 1896),,,,,
0,Boyds shearwater   ,Animalia,Chordata,Aves,https://eol.org/pages/45513827,Puffinus boydi (Boyd's Shearwater) is a species of birds in the family Procellariidae. They rely on flight to move around.,tympanic middle ear,,,North Atlantic,coastal,20 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trabeculus mirabilis (Kellogg 1896),,,,,
0,Boyers cuckooshrike,Animalia,Chordata,Aves,https://eol.org/pages/45516747,Coracina boyeri (Boyer's Cuckooshrike) is a species of birds in the family cuckoo-shrikes. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,Pandanus (screwpine),Indonesia,"mangrove swamp,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,australasia,74 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Braces emerald,Animalia,Chordata,Aves,https://eol.org/pages/45509550,Chlorostilbon bracei (Brace's Emerald) is a species of birds in the family hummingbirds. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,The Bahamas,terrestrial,20 dB,flight,apatite,,,corneal eyes,,3.1 g,,5000 Hz,,,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bradfields hornbill,Animalia,Chordata,Aves,https://eol.org/pages/45514109,Lophoceros bradfieldi (Bradfield's Hornbill) is a species of birds in the family hornbills. They rely on flight to move around.,otoliths,,,Botswana,terrestrial,20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bradfields swift,Animalia,Chordata,Aves,https://eol.org/pages/1048574,Apus bradfieldi (Bradfield's Swift) is a species of birds in the family swifts. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Angola,terrestrial,20 dB,bipedal movement,apatite,Stable,,corneal eyes,Afrotropics,50 g,Kalahari Xeric Savanna,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brahminy kite,Animalia,Chordata,Aves,https://eol.org/pages/45515831,"Haliastur indus (Brahminy Kite) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in the indo-malayan realm, australasia, and the palearctic. They rely on flight to move around.",tympanic middle ear,,,Myanmar,"coastal,freshwater habitat",,flight,,Decreasing,,corneal eyes,the indo-malayan realm,673 g,,,Museum of Zoology Senckenberg Dresden,,,cites appendix ii,,,,,,Ocypode ceratophthalmus (Pallas 1772) (Horned Ghost Crab),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brahminy starling,Animalia,Chordata,Aves,https://eol.org/pages/45517412,Sturnia pagodarum (Brahminy Starling) is a species of birds in the family starlings. They rely on flight to move around.,tympanic middle ear,,Carissa inermis Vahl (Arabian num num),Afghanistan,terrestrial,10 dB,flight,apatite,Unknown,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brambling,Animalia,Chordata,Aves,https://eol.org/pages/45510258,"Fringilla montifringilla (Bramble Finch) is a species of birds in the family finches. They are native to the Palearctic. They are diurnal omnivores. They have parental care (pair provides care, female provides care, and paternal care). They rely on flight to move around.",,,,United States,,,,,Decreasing,granivore,,Afrotropics,,,,Staatliches Museum fuer Naturkund Stuttgart,,,,terrestrial,,,,,,,,,bilaterally symmetric,insects,monogamous,the Palearctic,,,group living,,,,,,,,,,,,,,,0.383 watts,,,,
0,Brandts cormorant,Animalia,Chordata,Aves,https://eol.org/pages/45511368,Phalacrocorax penicillatus (Brandt's Cormorant) is a species of birds in the family cormorants. They are found in The Neotropics and The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,North Pacific,coastal,,flight,,,vertivore,,The Neotropics,,,,,,nectonic,,coastal,18 years,30 days,2426 g,,Citharichthys sordidus (Girard 1854) (Pacific sanddab),,,,,,,,,1 /year,,,,,,,,,,,,,,,,,,,,
0,Brandts mountain finch,Animalia,Chordata,Aves,https://eol.org/pages/45517684,Leucosticte brandti (Black Headed Mountain Finch) is a species of birds in the family finches. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Tibet,"temperate,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,the palearctic,34 g,Sayan Intermontane Steppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brant,Animalia,Chordata,Aves,https://eol.org/pages/45510540,"Branta bernicla (Black Bellied Brant) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are found in The Nearctic, the indo-malayan realm, and the palearctic. They are diurnal herbivores. They have parental care (pair provides care). They rely on flight and drag powered swimming to move around.",,,,North America,pond,,flight,,Unknown,,,The Nearctic,,,,,,nectonic,,freshwater,28.8 years,24 days,43.6 g,,,,,,,,,,,1 /year,,,,,,,,,,,0.08 /day,,,,,,,,,
0,Brasília tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45512919,Scytalopus novacapitalis (Brasilia Tapaculo) is a species of birds in the family tapaculos. They are listed as endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Brazil,terrestrial,10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,18.9 g,Cerrado,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brauns bushshrike,Animalia,Chordata,Aves,https://eol.org/pages/45515196,Laniarius brauni (Braun's Bushshrike) is a species of birds in the family Bushshrike. They are listed as endangered by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Zambia,"tropical,terrestrial",10 dB,flight,apatite,Decreasing,,corneal eyes,Afrotropics,55 g,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brazilian laniisoma,Animalia,Chordata,Aves,https://eol.org/pages/916739,Laniisoma elegans (Brazilian Laniisoma) is a species of birds in the family Tityridae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,Solanum pseudoquina A. St.-Hil.,Brazil,,10 dB,flight,apatite,,,corneal eyes,The Neotropics,51 g,Peruvian Yungas,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brazilian merganser,Animalia,Chordata,Aves,https://eol.org/pages/1048506,Mergus octosetaceus (Brazilian Merganser) is a species of birds in the family Anatidae. They are listed as critically endangered by IUCN. They are found in The Neotropics. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,,Paraguay,"river,freshwater habitat",20 dB,flight,apatite,Decreasing,,corneal eyes,The Neotropics,983 g,,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brazilian ruby,Animalia,Chordata,Aves,https://eol.org/pages/45512336,"Clytolaema rubricauda (Brazilian Ruby) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of Callianthe bedfordiana, jessamine, Mendoncia, and Nematanthus fritschii. They rely on flight to move around.",tympanic middle ear,,Nematanthus gregarius D. L. Denham,United States,terrestrial,,flight,,Unknown,,corneal eyes,The Neotropics,7.9 g,,,,,,cites appendix ii,,,,,,,Portea petropolitana (Wawra) Mez,,,,,,,,,,,,,,,Hippeastrum (hippeastrum),,,,,,,,,,,,,
0,Brazilian teal,Animalia,Chordata,Aves,https://eol.org/pages/1048532,Amazonetta brasiliensis (Brazilian Teal) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are found in The Neotropics. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,Dytiscidae (predaceous diving beetles),United States,"freshwater,terrestrial",20 dB,flight,apatite,Decreasing,,corneal eyes,The Neotropics,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brazilian tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511973,Crypturellus strigulosus (Brazilian Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,tympanic middle ear,,,Bolivia,"tropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,464 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,
0,Brazzas martin,Animalia,Chordata,Aves,https://eol.org/pages/45515374,Phedina brazzae (Brazza's Martin) is a species of birds in the family swallows. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,tropical,10 dB,flight,apatite,,,corneal eyes,Afrotropics,13 g,Central Zambezian Miombo Woodlands,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brehms tiger parrot,Animalia,Chordata,Aves,https://eol.org/pages/45518009,Psittacella brehmii (Brehm's Tiger Parrot) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,Papua New Guinea,terrestrial,20 dB,bipedal movement,apatite,Stable,,corneal eyes,australasia,118 g,Central Range Sub-Alpine Grasslands,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brewers blackbird,Animalia,Chordata,Aves,https://eol.org/pages/45511162,Euphagus cyanocephalus (Brewer's Blackbird) is a species of birds in the family New World blackbirds. They are found in The Nearctic and The Neotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,Ontario,,,flight,,Decreasing,invertivore,,The Nearctic,,,,(MVZ) - MVZ Bird Collection (Arctos) {http://mvz.berkeley.edu/Bird_Collection.html},,,,terrestrial,12.5 years,14 days,,,,,,,,,,,,1.5 /year,,,,,,,,0.18 oz,,,0.469 /day,,,,,,,,,
0,Brewers sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45511214,Spizella breweri (Brewer's Sparrow) is a species of birds in the family Passerellidae. They are found in The Nearctic and The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,Nassella viridula (Trin.) Barkworth (green needlegrass),California,,,flight,,Decreasing,,corneal eyes,The Nearctic,,,,,,,,,6.2 years,11 days,1.32 g,,,,,,,,,,,1 /year,,,,,,,,,,,0.545 /day,,,,,,,,,
0,Bridled honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518515,Bolemoreus frenatus (Bridled Honeyeater) is a species of birds in the family honeyeaters. They rely on flight to move around.,tympanic middle ear,,,Australia,"tropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,,,,5000 Hz,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bridled quaildove,Animalia,Chordata,Aves,https://eol.org/pages/45509434,Geotrygon mystacea (Bridled Quail Dove) is a species of birds in the family Columbidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Dominica,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,256 g,Lesser Antillean Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bridled sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45511927,Peucaea mystacalis (Bridled Sparrow) is a species of birds in the family Passerellidae. They rely on flight to move around.,tympanic middle ear,,,Mexico,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bridled tern,Animalia,Chordata,Aves,https://eol.org/pages/45509323,Onychoprion anaethetus (Bridled Tern) is a species of birds in the family Laridae. They rely on flight to move around.,tympanic middle ear,,Exocoetidae (flyingfishes),United States,coastal,,flight,,Unknown,,corneal eyes,,168 g,,,"University Museum of Zoology, Cambridge",,nectonic,,,17.9 years,,133.3 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bridled titmouse,Animalia,Chordata,Aves,https://eol.org/pages/45511431,Baeolophus wollweberi (Bridled Titmouse) is a species of birds in the family Paridae. They are found in The Nearctic and The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,United States,desert,,bipedal movement,,Stable,,corneal eyes,The Nearctic,11.5 g,,,,,,,,6.6 years,13 days,10.4 g,,,,,,,,,,,1 /year,,,,,,,,,,,,,,,,,,,,
0,Bridled whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/4417321,Zosterops conspicillatus conspicillatus (Bridled White Eye) is a subspecies of birds in the family white-eyes. They rely on flight to move around.,tympanic middle ear,,,,,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brigidas woodcreeper,Animalia,Chordata,Aves,https://eol.org/pages/1250582,Hylexetastes brigidai (Brigida's Woodcreeper) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,South Atlantic,,10 dB,flight,apatite,,,corneal eyes,The Neotropics,,Xingu-Tocantins-Araguaia Moist Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brimstone canary,Animalia,Chordata,Aves,https://eol.org/pages/45515733,Crithagra sulphurata (Brimstone Canary) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,Tithonia rotundifolia (P. Mill.) Blake (clavel de muerto),Mozambique,"river,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bristled grassbird,Animalia,Chordata,Aves,https://eol.org/pages/57691259,Chaetornis striata (Bristled Grassbird) is a species of  in the family Locustellidae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brolga,Animalia,Chordata,Aves,https://eol.org/pages/47313324,Antigone rubicunda (Brolga) is a species of birds in the family cranes. They rely on flight to move around.,tympanic middle ear,,,Australia,,20 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bronze ground dove,Animalia,Chordata,Aves,https://eol.org/pages/42998946,Alopecoenas beccarii (Bronze Ground Dove) is a species of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,,,,terrestrial,20 dB,flight,apatite,Stable,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bronze parotia,Animalia,Chordata,Aves,https://eol.org/pages/45516945,Parotia berlepschi (Bronze Parotia) is a species of birds in the family Birds-of-Paradise. They rely on flight to move around.,tympanic middle ear,,,Indonesia,,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bronzed cowbird,Animalia,Chordata,Aves,https://eol.org/pages/45511158,Molothrus aeneus (Bronzed Cowbird) is a species of birds in the family New World blackbirds. They are found in The Neotropics and The Nearctic. They rely on flight to move around.,tympanic middle ear,1,,United States,coastal,,flight,,,,corneal eyes,The Neotropics,,,,,,,,,,12 days,62.9 g,,,,,,,,,,,1 /year,,,,,,,,,,,,,,,,,Mimus gilvus (Vieillot 1808) (Tropical Mockingbird),Molothrus aeneus (Wagler 1829) (Bronzed Cowbird),,
0,Bronzed drongo,Animalia,Chordata,Aves,https://eol.org/pages/45516860,Dicrurus aeneus (Bronzed Drongo) is a species of birds in the family drongos. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,Indian Ocean,"mountain,terrestrial",10 dB,flight,apatite,Unknown,,corneal eyes,the indo-malayan realm,28 g,Peninsular Malaysian Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bronzy hermit,Animalia,Chordata,Aves,https://eol.org/pages/45509489,Glaucis aeneus (Bronzy Hermit) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They rely on flight to move around.,tympanic middle ear,,,Panama,terrestrial,20 dB,bipedal movement,apatite,Unknown,,corneal eyes,,5.4 g,,5000 Hz,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bronzy inca,Animalia,Chordata,Aves,https://eol.org/pages/45512369,Coeligena coeligena (Bronzy Inca) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Peru,"tropical,terrestrial",20 dB,flight,apatite,Stable,,corneal eyes,The Neotropics,6.8 g,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bronzy jacamar,Animalia,Chordata,Aves,https://eol.org/pages/45512510,Galbula leucogastra (Bronzy Jacamar) is a species of birds in the family jacamars. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Bolivia,"river,freshwater habitat",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,18 g,Purus-Madeira Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bronzy sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514876,Nectarinia kilimensis (Bronze Sunbird) is a species of birds in the family Sunbirds. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,Melaleuca (melaleuca),Mozambique,terrestrial,10 dB,bipedal movement,apatite,Stable,,corneal eyes,Afrotropics,16.7 g,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown Inca,Animalia,Chordata,Aves,https://eol.org/pages/45512370,Coeligena wilsoni (Brown Inca) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,United States,terrestrial,20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,9.300000000000001 g,Cordillera Oriental Montane Forests,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown accentor,Animalia,Chordata,Aves,https://eol.org/pages/45518887,Prunella fulvescens (Brown Accentor) is a species of birds in the family accentors. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,Tibet,terrestrial,10 dB,flight,apatite,Stable,,corneal eyes,the indo-malayan realm,21 g,Hindu Kush Alpine Meadow,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown babbler,Animalia,Chordata,Aves,https://eol.org/pages/45514632,Turdoides plebejus (Brown Babbler) is a species of birds in the family Leiothrichidae. They are found in Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,Ficus polita Vahl,Mozambique,"savanna,terrestrial",,flight,apatite,Stable,,corneal eyes,Afrotropics,70 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,
0,Brown barbet,Animalia,Chordata,Aves,https://eol.org/pages/45516540,Caloramphus fuliginosus (Brown Barbet) is a species of birds in the family Asian barbets. They rely on flight to move around.,tympanic middle ear,,Ficus crassiramea (Miq.) Miq.,Brunei,terrestrial,20 dB,flight,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,,,,,,,,Ficus obscura Bl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown booby,Animalia,Chordata,Aves,https://eol.org/pages/1273568,Sula leucogaster brewsteri (Brewster's Brown Booby) is a subspecies of birds in the family Sulidae. They rely on flight to move around.,tympanic middle ear,,,,,20 dB,flight,apatite,,,corneal eyes,,1450 g,,5000 Hz,(CAS) - CAS Ornithology (ORN) {http://www.calacademy.org/scientists/ornithology-mammalogy-collection},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown bullfinch,Animalia,Chordata,Aves,https://eol.org/pages/45517670,Pyrrhula nipalensis (Brown Bullfinch) is a species of birds in the family finches. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,Bhutan,temperate,10 dB,bipedal movement,apatite,,,corneal eyes,the indo-malayan realm,29 g,Northeastern Himalayan Subalpine Conifer Forests,5000 Hz,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown bush warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517080,Locustella luteoventris (Brown Bush Warbler) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,Bhutan,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown cacholote,Animalia,Chordata,Aves,https://eol.org/pages/1050166,Pseudoseisura lophotes (Brown Cacholote) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Bolivia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,83 g,Dry Chaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown crake,Animalia,Chordata,Aves,https://eol.org/pages/45516107,Amaurornis akool (Brown Crake) is a species of birds in the family rails. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,China,,20 dB,bipedal movement,apatite,,,corneal eyes,the indo-malayan realm,140 g,Irrawaddy Dry Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown creeper,Animalia,Chordata,Aves,https://eol.org/pages/45510972,"Certhia americana (Brown Creeper) is a species of birds in the family treecreepers. They are native to The Nearctic and The Neotropics. They are solitary, diurnal omnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.",,,,United States,,,climbing,,Stable,insectivore,,The Neotropics,,,,,,,,,,,,,,,,,bilaterally symmetric,arthropods,monogamous,The Nearctic,provisioning,,solitary,,,,,,,,108.2 degrees fahrenheit,,,,,,,,,,,
